id,WELL,DEPTH,SP,GR,AC,label
29565,146,2575.15,41.71,74.39,215.38,1
33274,298,1786.12,47.68,107.93,253.68,2
16295,2,3256.75,60.38,176.68,255.15,2
22649,146,1345.44,52.19,112.16,327.48,2
4508,2,1783.38,62.42,148.69,324.93,2
22182,146,1262.38,53.46,157.29,394.74,2
28355,146,2360.12,51.24,148.98,220.34,2
11169,2,2616.0,63.68,181.76,263.15,2
13802,2,2945.13,60.83,166.65,214.3,2
22870,146,1384.76,44.43,99.4,299.52,0
13974,2,2966.63,60.87,157.28,246.38,0
33009,298,1747.5,49.96,100.76,259.48,2
21554,146,1150.67,51.94,130.54,384.67,2
36492,298,2255.38,51.7,119.27,302.73,1
15737,2,3187.0,60.38,217.26,244.13,2
35449,298,2103.5,48.91,114.8,287.44,2
30018,146,2655.62,50.6,153.21,239.14,2
29389,146,2543.76,45.92,132.11,215.01,2
10668,2,2553.38,67.06,148.62,282.52,2
32602,298,1688.38,41.55,93.53,283.6,2
30456,146,2733.65,42.33,121.32,221.58,1
1148,2,1363.38,59.48,118.9,319.19,2
5498,2,1907.13,60.44,140.94,308.1,2
21769,146,1188.92,39.43,97.13,318.02,0
26730,146,2071.17,53.57,147.25,312.22,2
11443,2,2650.25,63.22,197.07,233.48,2
6710,2,2058.63,63.28,149.21,304.3,2
37559,2010,1553.25,46.95,143.4,354.52,2
20671,146,993.7,50.62,127.26,362.68,2
6707,2,2058.25,63.48,150.44,302.71,2
16400,2,3269.88,60.48,169.14,255.98,2
12427,2,2773.25,61.05,185.12,288.06,2
31660,298,1551.0,50.93,108.1,330.61,0
21519,146,1144.57,27.85,84.11,320.47,0
14133,2,2986.5,61.95,178.66,248.45,2
24253,146,1630.58,38.73,103.03,289.25,1
18405,146,590.3,43.38,58.65,359.8,0
14125,2,2985.5,61.85,179.42,246.6,2
17106,146,359.41,56.54,95.31,425.36,2
26515,146,2032.92,43.68,121.14,258.08,1
36157,298,2206.5,49.94,116.4,265.61,0
27942,146,2286.66,43.82,106.12,224.69,1
14801,2,3070.0,60.48,176.03,246.97,0
32164,298,1624.5,42.19,108.34,291.92,0
33582,298,1831.38,48.97,92.88,259.02,0
15962,2,3215.13,51.73,194.91,212.26,2
28306,146,2351.43,34.88,134.02,242.13,1
18493,146,605.99,49.12,112.36,456.06,0
8545,2,2288.0,74.13,151.85,212.89,0
20224,146,914.15,47.09,94.09,341.77,0
36634,298,2276.38,46.28,132.99,306.52,2
5507,2,1908.25,58.47,139.49,319.79,2
30546,146,2749.65,56.02,200.1,272.69,2
37820,2010,1591.25,49.43,157.64,359.68,2
5914,2,1959.13,60.6,164.35,345.06,2
33780,298,1860.12,48.83,132.08,359.17,2
12207,2,2745.75,58.5,125.81,193.93,0
29263,146,2521.51,51.52,161.51,242.82,1
7881,2,2205.0,71.22,168.8,274.16,0
29839,146,2623.92,52.98,136.76,268.17,2
16126,2,3235.63,59.26,177.53,227.46,2
15019,2,3097.25,59.68,185.61,251.08,2
19193,146,730.81,49.96,96.71,408.1,0
17979,146,514.71,50.92,90.85,437.59,2
35280,298,2078.75,50.98,103.98,279.65,2
36744,2010,1434.38,40.81,93.21,323.05,0
17785,146,480.42,50.69,116.8,471.47,2
36583,298,2268.88,48.65,161.4,285.61,2
18687,146,640.74,42.7,82.69,349.82,2
17189,146,374.19,58.68,66.24,360.31,1
2950,2,1588.63,62.32,156.57,349.06,2
30567,146,2753.31,55.04,163.24,272.9,1
7559,2,2164.75,69.18,123.1,242.51,0
34307,298,1936.62,42.47,77.16,207.42,0
35580,298,2122.38,48.66,128.28,292.82,2
19229,146,737.21,49.97,112.73,377.65,2
33062,298,1755.12,48.77,106.32,254.57,2
30414,146,2726.03,25.01,118.25,220.08,1
2029,2,1473.5,61.38,142.37,341.56,2
18985,146,693.93,40.19,79.44,355.04,0
3837,2,1699.5,60.55,156.08,322.9,2
35099,298,2052.25,38.55,85.24,257.4,0
15514,2,3159.13,57.44,187.88,212.66,2
907,2,1333.25,61.11,130.58,327.43,2
3693,2,1681.5,61.8,122.53,270.84,0
27869,146,2273.71,54.8,165.28,280.66,2
11766,2,2690.63,59.91,177.89,253.09,2
22638,146,1343.46,46.36,91.55,313.68,0
38047,2010,1624.5,50.68,180.06,297.87,2
26463,146,2023.77,52.56,153.78,332.97,1
33443,298,1811.0,48.07,90.43,261.63,2
9953,2,2464.0,72.21,159.4,290.91,2
7391,2,2143.75,70.07,119.57,238.44,0
29955,146,2644.5,51.9,165.23,245.63,2
16020,2,3222.38,56.33,150.09,200.99,1
8788,2,2318.38,77.38,165.46,301.07,2
27983,146,2293.98,54.43,185.46,268.23,2
1902,2,1457.63,60.15,144.15,359.83,2
30154,146,2680.0,46.27,159.47,223.83,2
32418,298,1661.5,48.64,131.94,320.61,2
20557,146,973.58,49.74,111.0,408.72,2
30355,146,2715.67,49.9,156.19,257.84,1
761,2,1315.0,50.38,104.46,297.97,0
31355,298,1506.25,47.47,97.41,286.71,2
17540,146,436.83,50.77,63.96,435.68,1
27805,146,2262.28,8.98,94.17,249.52,1
28638,146,2410.41,26.66,110.55,244.77,1
20488,146,961.24,49.44,139.18,363.27,2
30123,146,2674.37,51.14,154.58,220.23,1
33744,298,1854.88,39.35,127.66,293.7,2
11217,2,2622.0,56.1,159.99,227.67,2
11049,2,2601.0,62.26,164.29,261.4,0
19934,146,862.64,43.41,91.86,317.56,0
22095,146,1246.99,37.56,103.4,295.36,0
706,2,1308.13,61.77,132.99,331.6,2
29937,146,2641.3,51.88,156.34,241.66,1
11490,2,2656.13,62.77,184.8,232.54,2
23446,146,1487.32,53.71,119.87,332.25,2
2131,2,1486.25,61.13,164.04,313.81,0
25116,146,1784.2,49.46,98.95,253.11,1
25695,146,1887.22,51.09,173.47,281.17,2
9381,2,2392.5,74.63,152.87,264.92,2
26653,146,2057.45,52.58,131.27,317.41,2
29431,146,2551.38,52.32,158.64,279.07,2
13541,2,2912.5,54.47,146.08,206.97,0
18854,146,670.76,47.78,105.96,360.63,2
15958,2,3214.63,55.21,157.05,208.5,2
2389,2,1518.5,60.82,200.46,385.32,0
30823,146,2798.88,59.91,179.82,240.43,2
13,2,1221.5,44.99,89.43,326.4,0
12362,2,2765.13,62.49,155.31,202.22,0
23154,146,1435.35,53.59,112.79,309.45,2
15844,2,3200.38,58.44,149.82,217.25,0
17044,146,348.29,49.13,79.69,445.61,1
21185,146,1085.14,51.51,103.28,355.49,2
26014,146,1943.91,33.87,139.22,264.03,1
34760,298,2002.5,45.84,132.46,319.48,2
11660,2,2677.38,61.56,207.12,266.32,2
27673,146,2238.96,51.63,135.06,243.35,2
26175,146,1972.41,45.67,142.04,252.75,1
3893,2,1706.5,62.2,135.6,296.58,0
346,2,1263.13,59.17,134.88,363.34,0
28068,146,2309.22,51.6,170.92,270.02,2
14984,2,3092.88,60.34,168.16,237.25,2
35998,298,2183.25,50.2,139.18,330.33,2
14024,2,2972.88,59.05,160.71,215.24,0
35961,298,2177.88,48.47,123.06,318.4,2
35754,298,2147.75,50.3,102.94,282.05,0
1047,2,1350.75,62.72,154.86,314.77,2
21842,146,1201.88,51.85,122.85,336.87,2
21431,146,1128.88,52.84,113.21,347.07,2
21033,146,1058.01,52.48,146.17,387.09,2
13426,2,2898.13,62.22,169.54,243.83,2
11000,2,2594.88,63.36,163.2,259.93,2
18010,146,520.04,45.55,58.64,405.82,1
16218,2,3247.13,58.19,133.44,200.06,0
37085,2010,1484.12,47.23,139.74,362.23,2
33479,298,1816.25,39.89,71.92,269.14,0
19719,146,824.38,49.58,109.15,403.08,0
33549,298,1826.5,42.68,115.42,291.06,2
18239,146,560.73,45.4,61.95,379.16,1
21848,146,1202.94,52.2,128.66,378.04,2
173,2,1241.5,62.92,126.26,305.23,0
36679,298,2282.88,45.4,117.17,277.38,2
4241,2,1750.0,60.89,125.02,288.69,2
18265,146,565.3,46.71,69.5,403.17,1
20197,146,909.42,38.04,83.29,327.05,0
17075,146,353.77,50.46,76.67,470.93,1
37989,2010,1616.0,46.66,113.76,291.9,0
2683,2,1555.25,53.35,113.82,276.61,0
36853,2010,1450.38,48.06,147.76,378.29,2
23281,146,1457.91,52.06,118.94,306.19,2
4919,2,1834.75,64.42,172.78,349.43,2
6226,2,1998.13,64.22,150.9,308.43,2
7658,2,2177.13,70.85,160.21,292.74,2
6956,2,2089.38,64.21,142.72,262.78,2
6144,2,1987.88,66.58,130.61,239.9,2
34323,298,1938.88,50.85,159.11,271.18,2
3316,2,1634.38,61.3,146.81,330.44,0
17858,146,493.37,46.53,58.49,435.1,1
18221,146,557.38,50.02,101.62,422.56,2
19620,146,806.55,49.41,132.25,409.31,2
16113,2,3234.0,59.16,198.95,225.86,2
23716,146,1535.18,54.38,166.67,350.52,1
37023,2010,1475.12,46.48,137.12,336.78,2
6466,2,2028.13,63.64,130.06,266.29,2
23244,146,1451.36,50.02,91.28,253.59,0
34408,298,1951.38,49.26,129.15,283.91,2
6870,2,2078.63,62.82,123.02,274.41,0
37517,2010,1547.25,43.2,90.35,258.03,0
19799,146,838.56,46.79,100.19,342.36,0
19440,146,774.7,47.59,140.07,434.45,0
17901,146,500.99,47.86,68.31,345.58,1
34842,298,2014.62,45.78,163.97,330.48,2
9135,2,2361.75,72.16,188.61,248.91,2
32515,298,1675.62,50.55,109.62,282.95,2
11287,2,2630.75,60.96,208.75,248.25,2
28291,146,2348.84,36.87,136.61,233.12,1
24548,146,1683.16,51.03,116.62,274.35,1
7696,2,2181.88,69.42,157.78,306.81,2
3771,2,1691.25,61.16,135.2,327.59,2
10656,2,2551.88,67.52,153.47,268.11,2
7202,2,2120.13,66.2,167.67,283.32,2
33957,298,1886.12,47.78,120.76,309.85,0
10685,2,2555.5,66.64,149.16,288.9,0
14158,2,2989.63,59.83,177.48,219.51,0
21325,146,1109.83,39.48,73.35,322.27,0
31200,298,1483.62,32.27,91.55,296.61,2
10240,2,2499.88,69.97,134.49,222.64,0
32676,298,1699.0,49.65,127.31,308.67,2
11043,2,2600.25,62.9,168.72,250.94,0
33602,298,1834.25,49.28,122.7,317.59,2
26827,146,2088.54,53.79,134.95,285.53,1
11349,2,2638.5,60.1,138.58,193.29,0
25527,146,1857.2,49.42,139.31,261.35,2
35811,298,2156.0,48.66,130.15,309.94,2
9640,2,2424.88,60.53,93.28,247.62,0
11006,2,2595.63,62.7,151.62,250.75,0
22791,146,1370.74,53.6,119.17,363.3,0
12249,2,2751.0,62.88,199.08,283.01,2
20362,146,938.84,49.85,144.95,346.66,2
23246,146,1451.66,50.79,97.33,266.26,0
1325,2,1385.5,36.82,83.72,313.36,0
17662,146,458.62,51.34,98.75,534.11,2
8831,2,2323.75,72.58,194.35,259.45,2
26623,146,2052.12,51.76,146.63,247.93,2
20428,146,950.57,45.59,116.14,423.34,0
3279,2,1629.75,61.73,134.77,299.57,0
26388,146,2010.36,41.61,129.21,241.26,1
4406,2,1770.63,62.95,137.76,299.35,2
18661,146,636.02,37.08,52.41,372.15,0
23133,146,1431.54,44.64,80.15,287.9,0
24427,146,1661.67,52.86,112.93,283.94,2
36242,298,2219.0,46.56,155.14,320.66,2
15696,2,3181.88,59.74,194.93,246.12,2
5429,2,1898.5,59.84,152.03,327.97,2
11179,2,2617.25,63.34,187.48,264.09,2
15088,2,3105.88,59.01,177.53,220.05,0
35573,298,2121.38,47.89,119.61,294.9,2
28516,146,2388.77,16.7,115.13,254.64,1
21586,146,1156.31,48.91,92.13,282.41,0
29468,146,2557.93,52.81,142.68,256.43,1
14036,2,2974.38,57.63,142.99,201.58,0
11100,2,2607.38,49.24,139.33,210.76,0
9704,2,2432.88,73.7,169.36,301.16,2
26342,146,2002.28,34.97,132.37,260.23,1
11684,2,2680.38,50.17,171.71,245.32,2
26305,146,1995.73,44.2,132.63,248.26,1
17694,146,464.26,47.78,58.79,400.49,1
18520,146,610.72,45.32,78.68,328.39,0
20469,146,957.73,47.4,150.53,365.3,2
8082,2,2230.13,72.69,185.05,298.74,2
8031,2,2223.75,71.86,173.23,315.96,2
2031,2,1473.75,61.52,154.98,351.55,2
17516,146,432.41,48.81,81.33,439.17,1
10436,2,2524.38,65.06,161.37,257.38,2
17482,146,426.47,51.18,87.92,442.45,1
22900,146,1390.09,33.95,63.07,284.75,0
24803,146,1728.42,52.86,119.92,281.3,2
27760,146,2254.35,48.88,197.13,297.45,2
15159,2,3114.75,58.9,155.7,212.18,0
15446,2,3150.63,56.78,177.21,217.98,2
11651,2,2676.25,63.1,187.4,279.22,2
17477,146,425.4,50.87,121.06,442.45,1
22959,146,1400.45,54.17,131.91,368.82,2
5109,2,1858.5,62.95,143.86,295.78,0
17866,146,494.74,49.83,104.59,431.14,2
18931,146,684.33,48.21,104.29,393.71,0
5228,2,1873.38,63.5,138.12,301.57,2
5505,2,1908.0,58.85,136.94,320.95,2
5943,2,1962.75,61.31,150.37,294.49,0
30371,146,2718.56,53.81,158.58,235.99,1
4722,2,1810.13,46.31,102.0,281.64,0
1942,2,1462.63,59.96,169.13,369.7,2
32806,298,1717.88,38.58,74.91,258.97,0
31928,298,1590.0,49.83,124.82,304.37,2
30702,146,2777.39,32.35,99.52,211.94,1
29990,146,2650.74,34.07,113.91,213.7,1
36366,298,2237.0,48.05,161.9,348.07,2
13745,2,2938.0,61.87,156.47,234.17,2
16776,2,3316.88,58.81,143.78,215.57,1
30382,146,2720.54,52.09,157.76,224.98,1
16496,2,3281.88,60.08,164.76,239.99,2
14338,2,3012.13,46.79,158.62,206.81,1
3811,2,1696.25,61.76,129.08,298.67,0
21958,146,1222.45,52.47,141.57,347.5,2
35497,298,2110.38,45.12,76.22,256.39,0
25111,146,1783.28,48.9,83.55,214.93,1
649,2,1301.0,60.77,146.81,334.77,2
23073,146,1420.72,52.37,103.07,288.87,0
12979,2,2842.25,60.2,127.36,214.07,0
23363,146,1472.54,53.68,117.99,304.86,2
25685,146,1885.39,51.09,185.83,291.37,2
19210,146,733.86,49.76,122.37,483.06,2
35271,298,2077.5,50.53,105.64,258.38,2
37862,2010,1597.5,45.29,146.57,318.92,2
13765,2,2940.5,61.97,170.04,236.5,2
13988,2,2968.38,61.45,162.74,244.35,2
9139,2,2362.25,72.23,148.41,236.58,0
26088,146,1957.02,51.73,146.68,328.4,2
28458,146,2378.41,49.09,167.79,253.79,2
7176,2,2116.88,53.51,82.93,244.17,0
17780,146,479.5,51.3,117.12,479.74,2
19098,146,714.05,46.18,125.84,419.54,0
6745,2,2063.0,65.12,145.3,266.21,0
20446,146,953.77,46.7,107.4,359.69,0
30024,146,2656.84,50.94,143.33,242.72,2
12132,2,2736.38,50.91,76.7,248.95,0
3862,2,1702.63,60.46,151.19,395.89,2
31377,298,1509.5,47.05,99.8,285.56,2
13568,2,2915.88,58.4,153.26,223.48,0
35746,298,2146.62,48.99,112.85,298.88,0
22923,146,1394.05,53.8,115.48,304.13,2
8505,2,2283.0,74.51,177.95,319.26,2
25010,146,1765.3,49.99,79.04,219.64,1
26971,146,2114.14,35.34,66.51,238.2,1
3040,2,1599.88,61.19,116.84,259.46,0
31238,298,1489.25,47.37,78.55,282.62,0
28934,146,2462.99,21.49,84.78,254.77,1
22606,146,1337.82,40.05,70.75,284.77,0
24653,146,1701.9,38.58,75.88,257.03,1
19533,146,791.16,48.9,129.49,411.62,2
3073,2,1604.0,62.23,132.0,298.2,2
30234,146,2694.03,46.8,132.79,203.53,1
28429,146,2373.22,53.69,159.12,272.93,2
27092,146,2135.48,47.16,111.57,252.41,2
2264,2,1502.88,59.98,180.72,380.86,2
19519,146,788.72,46.87,93.88,353.93,2
29973,146,2647.7,43.74,127.69,213.38,1
25235,146,1805.38,52.11,116.46,262.19,2
3115,2,1609.25,60.45,138.59,319.23,2
23746,146,1540.51,54.33,129.86,343.61,2
36250,298,2220.12,48.44,156.2,330.65,2
27064,146,2130.6,38.54,67.53,242.66,1
8421,2,2272.5,75.62,149.35,310.42,0
36016,298,2185.88,51.09,140.98,314.73,2
8770,2,2316.13,77.45,165.21,289.72,2
20777,146,1012.6,50.82,129.72,361.51,2
31666,298,1551.88,50.77,104.6,335.12,0
24380,146,1653.13,48.15,108.19,290.12,1
24745,146,1718.21,51.72,100.67,255.61,2
11044,2,2600.38,62.74,169.55,252.68,0
3185,2,1618.0,61.77,120.74,251.33,0
27724,146,2247.95,40.45,146.45,249.58,2
6524,2,2035.38,63.93,140.93,308.23,0
28189,146,2330.55,53.41,146.33,347.25,2
20090,146,890.37,50.68,145.47,339.43,2
19960,146,867.21,47.81,98.52,367.95,0
30661,146,2769.92,55.77,175.14,261.14,2
680,2,1304.88,61.01,164.04,290.43,2
32932,298,1736.25,48.56,105.45,288.98,2
803,2,1320.25,44.51,88.62,325.77,0
34461,298,1959.12,48.93,144.63,307.85,2
28350,146,2359.36,49.88,142.87,222.0,2
14371,2,3016.25,53.78,145.57,196.79,1
23602,146,1514.91,54.03,140.18,344.47,2
3821,2,1697.5,60.83,130.81,300.54,0
17670,146,459.99,51.82,107.54,480.9,2
27705,146,2244.6,51.48,110.29,214.04,1
28043,146,2304.64,50.9,175.69,264.1,2
7293,2,2131.5,66.3,125.4,231.84,0
30761,146,2787.91,51.43,102.87,196.55,1
30534,146,2747.52,54.07,151.73,271.52,2
3845,2,1700.5,60.54,156.63,353.6,2
35088,298,2050.62,47.84,139.94,382.95,2
34868,298,2018.5,44.93,130.6,281.41,2
18991,146,695.0,46.66,90.25,359.74,0
15946,2,3213.13,57.94,158.92,209.43,1
33880,298,1874.75,35.01,98.72,273.04,0
11553,2,2664.0,61.02,168.56,224.17,2
31756,298,1565.0,46.85,118.01,367.6,0
15440,2,3149.88,54.07,94.8,197.59,1
11267,2,2628.25,62.39,182.87,252.87,2
3078,2,1604.63,62.11,130.83,294.34,2
6886,2,2080.63,62.77,141.06,257.38,0
14431,2,3023.75,59.96,160.15,211.55,2
7,2,1220.75,50.68,104.62,301.99,0
36937,2010,1462.62,39.54,85.63,289.39,0
20372,146,940.66,48.11,130.61,371.29,2
35160,298,2061.25,49.26,121.67,307.35,2
2778,2,1567.13,61.51,120.24,274.73,0
38216,2010,1649.12,39.73,75.88,287.73,0
2839,2,1574.75,59.84,141.38,315.08,0
6444,2,2025.38,65.69,131.98,265.17,2
26170,146,1971.5,48.82,147.3,264.46,1
11663,2,2677.75,60.5,201.69,274.46,2
21363,146,1116.69,51.88,102.42,306.11,2
17998,146,518.06,49.68,86.73,421.89,2
3844,2,1700.38,60.52,157.22,353.72,2
35649,298,2132.5,50.02,115.83,274.85,2
7828,2,2198.38,70.0,209.0,317.94,2
4629,2,1798.5,63.11,154.32,341.65,2
27078,146,2133.04,45.11,119.88,258.81,2
18086,146,533.6,51.53,86.46,360.75,2
10777,2,2567.0,67.24,159.04,280.58,2
38108,2010,1633.38,48.11,125.33,256.48,0
6913,2,2084.0,62.77,147.37,278.71,0
26307,146,1996.03,42.8,147.43,260.82,1
22689,146,1352.6,53.88,121.07,300.55,2
35587,298,2123.38,48.38,121.47,280.66,2
31170,298,1479.38,43.39,111.25,334.58,2
29479,146,2559.91,51.07,137.84,223.89,1
25667,146,1882.19,30.3,96.12,268.17,1
32715,298,1704.62,49.56,120.51,306.29,2
37680,2010,1571.0,51.16,160.59,290.14,0
37149,2010,1493.62,45.28,130.62,334.01,2
17930,146,506.02,45.54,69.17,396.32,1
7417,2,2147.0,71.29,145.19,283.64,2
17491,146,427.99,51.73,78.43,462.14,1
19115,146,717.09,42.97,93.17,368.41,0
32210,298,1631.12,29.03,67.34,250.03,0
11492,2,2656.38,62.81,185.48,235.92,2
9958,2,2464.63,72.3,145.16,297.93,2
12406,2,2770.63,61.68,190.51,262.68,2
16308,2,3258.38,59.51,207.4,223.48,2
269,2,1253.5,60.9,169.25,405.62,2
17661,146,458.32,51.34,97.73,530.14,2
15999,2,3219.75,59.36,224.56,233.81,2
2856,2,1576.88,58.79,179.45,356.78,2
19418,146,770.74,48.83,102.24,319.36,0
36056,298,2191.75,49.52,131.24,269.49,0
471,2,1278.75,56.96,141.17,333.33,0
20904,146,1035.0,50.64,128.33,340.34,2
11646,2,2675.63,62.91,185.82,273.36,2
26496,146,2029.56,44.86,107.08,218.12,1
35529,298,2115.0,44.85,98.93,261.94,2
19596,146,802.29,49.75,126.66,391.87,2
5348,2,1888.38,61.12,162.82,257.61,0
4728,2,1810.88,46.88,96.66,280.44,0
27455,146,2200.1,54.65,148.41,288.69,2
25167,146,1793.19,50.33,93.98,236.94,1
19616,146,805.94,49.51,110.51,366.34,2
26510,146,2032.0,42.93,123.89,251.34,1
29893,146,2633.52,52.76,150.32,253.83,2
26245,146,1985.06,53.11,132.75,310.8,1
10899,2,2582.25,65.31,167.9,257.77,2
20831,146,1022.05,51.26,143.27,335.23,2
29017,146,2477.77,52.14,179.55,319.5,2
34322,298,1938.75,50.72,153.21,267.38,2
8897,2,2332.0,70.41,171.56,243.72,0
26153,146,1968.6,42.99,124.92,240.69,1
30828,146,2799.79,56.14,155.93,206.59,2
19230,146,737.36,50.03,117.43,381.87,2
23337,146,1467.82,53.04,98.91,270.07,2
3688,2,1680.88,62.04,157.71,384.11,2
35200,298,2067.12,51.22,131.1,333.55,2
20872,146,1029.51,50.08,124.5,344.32,2
4635,2,1799.25,62.47,159.49,350.87,2
8242,2,2250.13,74.05,210.7,296.25,2
19067,146,708.41,48.24,112.58,378.09,0
6666,2,2053.13,65.25,146.43,294.36,2
24895,146,1745.03,52.64,134.23,289.56,2
20074,146,887.48,49.97,106.93,346.05,0
20539,146,970.38,50.32,163.43,338.42,2
3428,2,1648.38,61.28,129.5,251.25,0
31066,298,1464.0,44.79,94.51,261.43,0
6794,2,2069.13,63.49,136.2,268.8,0
5385,2,1893.0,62.25,142.91,299.04,2
27622,146,2229.82,47.06,136.31,228.63,2
11483,2,2655.25,62.57,198.48,218.35,2
6872,2,2078.88,62.74,121.69,249.76,0
6309,2,2008.5,64.69,139.71,272.65,2
4685,2,1805.5,62.23,172.43,269.07,0
23377,146,1474.98,54.07,106.41,324.79,2
25493,146,1851.1,42.99,158.92,248.92,2
19336,146,756.11,30.3,68.7,367.04,0
34218,298,1923.75,43.93,105.23,288.23,0
8292,2,2256.38,71.97,194.69,261.81,2
108,2,1233.38,62.23,139.69,329.63,2
10114,2,2484.13,67.95,110.91,227.58,0
5554,2,1914.13,58.67,173.1,359.01,2
3175,2,1616.75,61.17,137.78,321.65,0
18262,146,564.85,46.51,69.31,399.96,1
1607,2,1420.75,62.57,146.4,334.32,2
7770,2,2191.13,70.25,142.25,290.68,2
23216,146,1446.33,53.81,118.82,302.24,2
14677,2,3054.5,59.82,159.09,236.99,0
29514,146,2566.16,52.08,127.77,225.3,1
18443,146,597.15,49.29,99.17,391.73,2
8860,2,2327.38,74.42,197.05,263.15,2
23117,146,1428.8,52.69,123.92,288.3,2
24886,146,1743.35,52.08,118.28,280.13,2
35707,298,2140.88,50.42,113.86,269.82,2
7838,2,2199.63,69.45,178.93,251.71,0
2842,2,1575.13,59.75,138.76,311.95,0
37666,2010,1568.88,51.26,175.29,371.23,2
12141,2,2737.5,57.46,150.57,210.4,2
25385,146,1832.05,52.41,129.09,300.47,2
7694,2,2181.63,69.85,157.29,303.32,2
34889,298,2021.62,45.82,111.95,293.53,2
18244,146,561.65,45.88,58.02,368.84,1
18017,146,521.26,46.21,65.72,401.92,1
19157,146,724.41,47.69,96.48,323.57,0
28279,146,2346.71,47.97,154.02,273.12,1
12442,2,2775.13,60.78,192.44,266.28,2
14014,2,2971.63,61.37,195.84,247.4,2
23316,146,1464.16,53.65,112.57,299.68,2
29795,146,2616.0,51.46,152.81,282.1,2
3239,2,1624.75,58.03,159.04,347.01,2
1259,2,1377.25,39.12,78.25,296.57,0
12957,2,2839.5,61.51,204.55,254.44,2
19392,146,766.17,48.11,137.01,379.6,2
2173,2,1491.5,60.88,185.44,419.51,2
31906,298,1586.75,49.56,156.65,318.91,2
14741,2,3062.5,57.94,175.2,226.07,0
2805,2,1570.5,61.51,152.28,340.92,2
14682,2,3055.13,59.84,165.04,242.28,0
20453,146,954.99,39.1,92.47,338.4,0
32785,298,1714.75,48.97,105.59,315.62,2
37227,2010,1504.88,42.41,91.51,249.99,0
1925,2,1460.5,60.88,153.13,353.87,2
17040,146,347.52,49.46,66.35,438.08,1
17229,146,381.36,53.99,61.38,438.15,1
28139,146,2321.86,52.87,131.93,219.84,2
31490,298,1526.12,46.92,114.46,336.35,2
28504,146,2386.64,21.63,113.8,236.15,1
24985,146,1760.88,34.49,72.13,243.32,1
28521,146,2389.68,21.65,121.86,238.57,1
28819,146,2442.72,51.98,155.01,286.83,2
26400,146,2012.49,44.15,148.0,272.03,1
14847,2,3075.75,58.27,175.65,217.37,0
37348,2010,1522.5,46.07,139.73,335.89,2
3781,2,1692.5,62.05,128.65,344.09,2
12659,2,2802.25,56.64,128.12,231.89,0
26847,146,2091.89,53.23,147.4,247.93,2
12239,2,2749.75,62.9,162.66,270.23,2
1888,2,1455.88,61.11,151.5,380.69,2
27762,146,2254.66,51.12,203.23,314.39,2
35260,298,2075.88,50.87,113.22,275.75,2
19721,146,824.69,49.56,122.45,424.52,2
11240,2,2624.88,58.21,203.43,290.95,2
30210,146,2689.91,39.16,105.25,196.85,1
34773,298,2004.38,46.39,152.04,375.5,2
22788,146,1370.13,53.87,112.23,332.0,0
14728,2,3060.88,58.45,170.22,211.78,0
2260,2,1502.38,59.99,153.89,370.51,2
33818,298,1865.75,45.03,123.75,307.78,2
32893,298,1730.5,42.69,64.41,270.56,0
1875,2,1454.25,60.64,142.3,362.68,2
8463,2,2277.75,72.52,158.51,237.3,0
19093,146,712.98,46.05,104.48,370.99,0
33685,298,1846.38,48.91,120.05,361.18,2
7273,2,2129.0,65.71,118.28,228.06,0
31588,298,1540.5,45.89,118.08,255.09,2
20722,146,1003.0,47.87,96.15,323.3,0
3541,2,1662.5,62.58,126.02,264.99,2
5451,2,1901.25,59.75,145.06,249.71,0
25333,146,1822.76,46.77,84.33,227.48,1
30405,146,2724.51,51.19,191.38,259.27,2
14751,2,3063.75,58.43,164.55,224.34,0
20080,146,888.54,50.34,113.31,340.0,0
27400,146,2190.34,54.02,127.48,301.77,2
7820,2,2197.38,71.06,177.46,309.65,2
6391,2,2018.75,63.98,143.87,287.78,0
30747,146,2785.31,57.8,186.14,237.32,2
2136,2,1486.88,61.04,134.16,249.94,0
17473,146,424.79,50.24,87.81,463.48,1
8099,2,2232.25,73.24,164.47,277.9,0
35757,298,2148.12,50.19,106.27,292.98,2
33001,298,1746.38,50.59,102.36,271.57,2
22629,146,1341.93,49.1,101.18,310.79,0
35979,298,2180.5,49.44,127.05,305.94,2
11290,2,2631.13,60.96,197.48,246.62,0
12124,2,2735.38,46.77,136.49,231.46,2
14060,2,2977.38,58.65,139.87,195.17,2
2864,2,1577.88,55.4,126.51,340.18,2
10715,2,2559.25,67.47,155.41,276.06,2
9627,2,2423.25,61.32,99.12,243.01,0
8130,2,2236.13,71.02,225.25,352.48,2
15072,2,3103.88,57.56,144.28,211.58,0
27502,146,2208.48,54.95,130.4,285.41,2
34644,298,1985.62,50.3,116.99,279.6,2
36223,298,2216.12,36.93,106.51,262.98,1
24249,146,1629.82,45.04,110.99,250.68,1
17270,146,388.67,53.75,74.37,445.48,1
4761,2,1815.0,64.46,191.9,342.19,2
13044,2,2850.38,61.91,169.02,253.17,2
23700,146,1532.28,54.33,127.21,333.92,1
34031,298,1896.75,48.84,108.67,329.91,2
5874,2,1954.13,62.87,148.31,243.11,0
12947,2,2838.25,61.09,154.34,223.51,2
3191,2,1618.75,61.67,133.6,290.49,2
37283,2010,1513.0,42.9,109.24,278.09,2
36865,2010,1452.12,47.8,143.35,387.2,2
5552,2,1913.88,58.59,170.97,367.34,2
